yearID,,W,L,Win%,Quartile,IPouts,R,H,2B,3B,HR,BB,SO,SB,RA,SHO,SV,HA,HRA,BBA,SOA,E,DP,FP,ERA,WHIP
1917,,71,82,0.464052288,3,4233,3.424836601,8.013071895,1.124183007,0.339869281,0.176470588,3.241830065,3.496732026,0.888888889,3.647058824,0.065359477,0.039215686,8.366013072,0.183006536,2.790849673,3.732026144,1.470588235,0.843137255,0.965,2.66,0.007907061
1917,,55,98,0.359477124,4,4095,3.45751634,8.470588235,1.156862745,0.405228758,0.111111111,2.843137255,3.392156863,0.732026144,4.516339869,0.052287582,0.052287582,8.562091503,0.150326797,3.673202614,3.37254902,1.640522876,0.692810458,0.961,3.27,0.008963585
1917,,87,65,0.572368421,1,4167,3.802631579,8.302631579,1.480263158,0.394736842,0.25,2.861842105,3.506578947,0.717105263,3.289473684,0.144736842,0.032894737,8.276315789,0.164473684,2.138157895,4.052631579,1.394736842,0.736842105,0.967,2.46,0.007497821
1917,,51,103,0.331168831,4,4251,3.012987013,7.987012987,1.038961039,0.396103896,0.058441558,2.590909091,3.766233766,0.974025974,3.863636364,0.11038961,0.038961039,8.558441558,0.090909091,2.805194805,3.305194805,1.62987013,0.772727273,0.961,3.01,0.008019503
1917,,57,97,0.37012987,4,4155,3.311688312,8.116883117,1.188311688,0.409090909,0.097402597,2.62987013,3.506493506,1.019480519,4.461038961,0.077922078,0.077922078,8.571428571,0.123376623,3.487012987,2.785714286,1.824675325,0.902597403,0.957,3.2,0.008706456
1917,,82,70,0.539473684,2,4176,3.493421053,8.361842105,1.046052632,0.611842105,0.171052632,2.361842105,4.289473684,1.046052632,3.730263158,0.105263158,0.065789474,8.269736842,0.190789474,2.769736842,3.302631579,1.453947368,1.006578947,0.967,3.03,0.007930656
1917,,74,79,0.483660131,3,4239,3.549019608,8.091503268,1.130718954,0.45751634,0.026143791,3.267973856,3.751633987,1.08496732,3.699346405,0.137254902,0.065359477,7.954248366,0.078431373,3.509803922,4.163398693,1.640522876,0.830065359,0.961,2.75,0.008113271
1918,,75,51,0.595238095,1,3360,3.761904762,7.857142857,1.261904762,0.428571429,0.119047619,3.222222222,2.571428571,0.873015873,3.015873016,0.206349206,0.015873016,7.388888889,0.071428571,3.015873016,3.111111111,1.206349206,0.706349206,0.971,2.31,0.009289966
1918,,57,69,0.452380952,3,3393,2.857142857,8.349206349,0.96031746,0.492063492,0.079365079,1.682539683,2.587301587,0.896825397,3.674603175,0.134920635,0.015873016,8.126984127,0.174603175,2.53968254,3.134920635,1.531746032,0.587301587,0.963,2.81,0.009431182
1918,,53,71,0.427419355,4,3351,3.419354839,8.177419355,0.862903226,0.475806452,0.10483871,2.822580645,3.532258065,0.669354839,3.782258065,0.10483871,0,8.959677419,0.112903226,2.233870968,2.741935484,1.483870968,0.717741935,0.965,2.9,0.010021082
1918,,57,67,0.459677419,3,3378,3.685483871,8.524193548,1.096774194,0.443548387,0.064516129,3.024193548,2.887096774,0.935483871,3.596774194,0.072580645,0.064516129,8.806451613,0.072580645,2.419354839,2.814516129,1.346774194,0.790322581,0.967,2.73,0.009969633
